,name,category,address,tel,description,summary
2021,ABEBI WHITE VIP SKIN CARE,Produits cosmétiques,"En face de la von avant la BOA, en quittant Tokpa et CTPS Akpakpa Cotonou - Bénin",+2290197685843,,Produits cosmétiques
2022,AFRIQUE BEAUTE DELL,Produits cosmétiques,Maria Gléta Abomey-Calavi - Bénin,+2290196898589,,Produits cosmétiques
2023,AFRO-LABEL COSMETIQUE,Produits cosmétiques,- 072 BP 58 Cotonou - Bénin,+2290196887070,,Produits cosmétiques
2024,AFROBELA COSMETICS - NEW,Produits cosmétiques,"10, Rue Avenue de la Ruelle Cotonou - Bénin",+2290197720036,Une ligne de produits cosmétiques de luxe développée avec 100% de produits organiques.,Produits cosmétiquesUne ligne de produits cosmétiques de luxe développée avec 100% de produits organiques.
2025,AKPEDJE,Produits cosmétiques,Voie Pavés de l'Ecole Public Tanto Cotonou - Bénin,+2290167472716,,Produits cosmétiques
2026,ALABA SHINE,Produits cosmétiques,C87W+648 Atlantique Department Godomey - Bénin,+2290197311041,,Produits cosmétiques
2027,ALCOOL MAGIQUE,Produits cosmétiques,- Cotonou - Bénin,Tel:+2290196159917,,Produits cosmétiques
2028,AMBISOL,Produits cosmétiques,Avenue Steinmez Cotonou - Bénin,+2290166000534,L'Aromathérapie,Produits cosmétiquesL'Aromathérapie
2029,ANGELS,Produits cosmétiques,St Michel Cotonou - 08 BP 1113 - Bénin,Tel:+2290191383565,Ventes de parfums de gels de douches et bougies parfumées.,Produits cosmétiquesVentes de parfums de gels de douches et bougies parfumées.
2030,ANOUN OLOUA,Produits cosmétiques,Agbodjèdo Akpakpa Cotonou - Bénin,+2290197485756,,Produits cosmétiques
2031,APOLLYON COSMETIQUES,Produits cosmétiques,- Cotonou - Bénin,+2290166686547,,Produits cosmétiques
2032,ASCI (AFRICAM SHOPPING COMPLEX INTERNATIONAL),Produits cosmétiques,"Mson 159, derrière le stade Mathieu KEREKOU Kouhounou Cotonou - Bénin",+2290197638999,"Dégraissage-Massage-Esthétique General-Harmonie Parfaite du Couple. Les produits Vibro slim, Bellisse, Borose, Red Yeast, Shake off, Splina, Edmark café, Dauphin, Spa Salt élimine toutes les impuretés de la peau.","Produits cosmétiquesDégraissage-Massage-Esthétique General-Harmonie Parfaite du Couple. Les produits Vibro slim, Bellisse, Borose, Red Yeast, Shake off, Splina, Edmark café, Dauphin, Spa Salt élimine toutes les impuretés de la peau."
2033,ASHAKE COSMETICS,Produits cosmétiques,PK10 Route de Porto-Novo Porto-Novo - Bénin,Tel:+2290195056060,,Produits cosmétiques
2034,ASSOCIATION KOFOYAK,Produits cosmétiques,"Rue 8014, 2ème Vons derrière la Maison des Jeunes, 2ème Portail à Droite, Maison EL-HADJA Sikècodji Cotonou - Bénin",+2290195407910,,Produits cosmétiques
2035,ATOME BIO,Produits cosmétiques,La 3ème rue en allant vers St Jean Etoile Rouge Cotonou - Bénin,+2290190003476,,Produits cosmétiques
2036,2AG ENTENTE,Produits d'entretien,- 05 BP 468 Cotonou - Bénin,+2290193695779,,Produits d'entretien
2037,APPRO NEGOS SARL,Produits d'entretien,Gbewa Jéricho Cotonou - Bénin,+2290162825757,"APPRO NEGOS SARL est une entreprise qui commercialise les produits ''Prof'' La javel,le grésyl ,les savons liquide,les essences florales,les savon de table, l'acide chlorhydrique...etc","Produits d'entretienAPPRO NEGOS SARL est une entreprise qui commercialise les produits ''Prof'' La javel,le grésyl ,les savons liquide,les essences florales,les savon de table, l'acide chlorhydrique...etc"
2038,BENIN ENTRETIEN AUTO ET SERVICES SARL,Produits d'entretien,Akpakpa 03 BP 1889 Cotonou - Bénin,Tel:+2290121328260,,Produits d'entretien
2039,BRISHOP,Produits d'entretien,Porto-Novo précisément à Gbôdjê Adjarra - Bénin,+2290166141477,"Nous sommes spécialisés dans la vente des produits de cheveux, les mèches, les habillement homme comme femme, et les boissons","Produits d'entretienNous sommes spécialisés dans la vente des produits de cheveux, les mèches, les habillement homme comme femme, et les boissons"
2040,CHRISTAS,Produits d'entretien,C/248 Midombo - 05 BP 535 Cotonou - Bénin,+2290195280501,,Produits d'entretien
2041,GOBY'S & FILS,Produits d'entretien,Non loin de la mairie de Lomnava Lomnava Cotonou - Bénin,+2290197139996,,Produits d'entretien
2042,HOCNEL PRODUITS,Produits d'entretien,- Abomey-Calavi - Bénin,Tel:+2290160034762,HOCNEL produits est une entreprise spécialisée dans la production et la distribution des produits d'hygiène.,Produits d'entretienHOCNEL produits est une entreprise spécialisée dans la production et la distribution des produits d'hygiène.
2043,INFAD,Produits d'entretien,Houenoussou Fidjrossè Cotonou - Bénin,Tel:+2290169377984,"INFAD industrie de fabrication des détergents de tout genre (liquide, solide, en poudre).","Produits d'entretienINFAD industrie de fabrication des détergents de tout genre (liquide, solide, en poudre)."
2044,PENOUEL SERVICES,Produits d'entretien,"Immeuble Journal l'Autre Vision, Godomey 03 BP 3622 Godomey - Bénin",+2290198327574,"Production et commercialisation de Savon Liquide, Eau de Javel , Nettoie Vitre, Savon dur, Essence Naturelle (Lavande, Rosen Pomme...) marque ""Elan"". Vente en gros, semi-gros, et détail. Possibilité de représentation et partenariat. Votre satisfaction d'abord!","Produits d'entretienProduction et commercialisation de Savon Liquide, Eau de Javel , Nettoie Vitre, Savon dur, Essence Naturelle (Lavande, Rosen Pomme...) marque ""Elan"". Vente en gros, semi-gros, et détail. Possibilité de représentation et partenariat. Votre satisfaction d'abord!"
2045,SIC SARL,Produits d'entretien,01 BP 7721 Cotonou - Bénin,Tel:+2290121074028,,Produits d'entretien
2046,SIC-SARL,Produits d'entretien,01 BP 7721 Cotonou - Bénin,Tel:+2290121074028,,Produits d'entretien
2047,SOMEHAL Sarl (SOCIETE MEHDY ALVIN),Produits d'entretien,04 BP 1031 Cadjèhoun Cotonou - Bénin,Tel:+2290121312573,"SOMEHAL est une entreprise internationale spécialisée dans la vente d’insecticides, de désodorisants et de produits de nettoyage domestique et professionnel. Créée en 1992, SOMEHAL est devenu une société incontournable dans la distribution au Bénin. Nous accompagnons les entreprises et les ménages avec des solutions et des innovations en matière d’insecticides, de désodorisante, de matériels de nettoyage et de traitement.","Produits d'entretienSOMEHAL est une entreprise internationale spécialisée dans la vente d’insecticides, de désodorisants et de produits de nettoyage domestique et professionnel. Créée en 1992, SOMEHAL est devenu une société incontournable dans la distribution au Bénin. Nous accompagnons les entreprises et les ménages avec des solutions et des innovations en matière d’insecticides, de désodorisante, de matériels de nettoyage et de traitement."
2048,SPE ENTRETIEN,Produits d'entretien,Camp guezo Cotonou - Bénin,+2290169890000,,Produits d'entretien
2049,A. G. ET FILS,Quincaillerie,Sèmè C/SB Maison Gahou Aguiar Abomey-Calavi - Bénin,+2290193743004,,Quincaillerie
2050,ABIBOLA ALLADE SARL,Quincaillerie,06 BP 1349 Cotonou - Bénin,Tel:+2290121334582,,Quincaillerie
2051,ABRO BENIN,Quincaillerie,"Carrefour SOGEMA, en face de la Banque Atlantique Saint Michel Cotonou - Bénin",+2290162746042,,Quincaillerie
2052,ACIA BOUTIQUE,Quincaillerie,C/1103 Aïdjèdo Cotonou - Bénin,+2290197870039,,Quincaillerie
2053,ADECHINA ET FILS,Quincaillerie,Lots 99 - 110 Tokpa - Dantokpa - 02 BP 733 Cotonou - Bénin,+2290197110325,,Quincaillerie
2054,AFRIMACOD,Quincaillerie,BP 1212 Cotonou - Bénin,Tel:+2290121313014,,Quincaillerie
2055,AKATEC,Quincaillerie,Non loin de l'OCBN Bohicon - Bénin,+2290197263203,,Quincaillerie
2056,AROLAGBADE II ET FILS,Quincaillerie,Idigny Aga Ketou - Bénin,+2290195568034,,Quincaillerie
2057,AVEC GROUP,Quincaillerie,Non loin du Carrefour Calavi Kpota Aitchédji - BP 2000 Abomey-Calavi - Bénin,+2290195344212,,Quincaillerie
2058,AZA NEGOCE,Quincaillerie,Godomey Togoudo Abomey-Calavi - Bénin,+2290195952543,,Quincaillerie
2059,BATI SUR SARL,Quincaillerie,- Zoundja Abomey-Calavi - Bénin,+2290195212549,,Quincaillerie
2060,BATIMAT COTONOU,Quincaillerie,Avenue Delorme Carré 57 03 BP 0071 Cotonou - Bénin,Tel:+2290121314704,,Quincaillerie
2061,BATIMENT PLUS,Quincaillerie,Agla Akplomey Cotonou - Bénin,+2290197838303,,Quincaillerie
2062,BELLA CASA SARL,Quincaillerie,Face université d'Abomey-Calavi 06 BP 1087 Cotonou Abomey-Calavi - Bénin,+2290196574247,,Quincaillerie
2063,BENIN CHEMICALS AND MARKETNG - BCM,Quincaillerie,"Rte de Porto-Novo, Zone Industrielle, PK 4,5 Akpakpa - 01 BP 1618 Cotonou - Bénin",Tel:+2290121332458,Fabrication et vente de Peinture et des Chaises.,QuincaillerieFabrication et vente de Peinture et des Chaises.
2064,BIMEX BENIN,Quincaillerie,8 BP 0458 Abomey-Calavi - Bénin,Tel:+2290121338598,,Quincaillerie
2065,BSB (BIOU SERVICES BENIN),Quincaillerie,"Au bord des pavés en quittant le CEG Houéyiho pour Fidjrosè, juste en face du centre médical Medland Gbèdégbé - 01 BP 327 Bohicon Cotonou - Bénin",+2290160204493,,Quincaillerie
2066,BUSINESS AFRICA CENTER,Quincaillerie,Saint Jean Lot 431 09 BP 292 Cotonou - Bénin,Tel:+2290121326450,,Quincaillerie
2067,C.G.M,Quincaillerie,"Lot 223 Maison Codo, pavé Kérékou Zopah Abomey-Calavi - Bénin",+2290164993682,,Quincaillerie
2068,CGBCI,Quincaillerie,"C/185, Av Steinmetz, en allant vers la maternité Lagune Missébo - 01 BP 303 Cotonou - Bénin",+2290196165538,,Quincaillerie
2069,CHANTIERS D'AFRIQUE,Quincaillerie,- Cotonou - Bénin,Tel:+2290121030959,,Quincaillerie
2070,CINAMON INTERNATIONAL INVESTMENT,Quincaillerie,Ouando Porto-Novo - Bénin,+2290197572524,,Quincaillerie
2071,CMI BENIN,Quincaillerie,Rue pavé allant vers tankpè Abomey-Calavi - Bénin,+2290197159918,,Quincaillerie
2072,COMPTOIR BOUSSARI ET FILS,Quincaillerie,Avakpa ZIP 1-106/P Porto-Novo - Bénin,+2290197070916,,Quincaillerie
2073,CTP-SENA,Quincaillerie,Misséssinto Abomey-Calavi - Bénin,+2290162627868,,Quincaillerie
2074,DEPOT DE CIMENT CHEZ CLEMENT,Quincaillerie,Non loin du Carrefour Djadjo Houeto Abomey-Calavi - Bénin,+2290195428944,,Quincaillerie
2075,DIEU EN CONFIANCE,Quincaillerie,"852, carrefour Midombo Akpakpa Cotonou - Bénin",+2290197345072,,Quincaillerie
2076,DOMINO,Quincaillerie,Sur la Voiries en Quittant le Stade de l'Amitier Kouhounou Cotonou - Bénin,+2290196026073,"Peinture, Carrelage","QuincailleriePeinture, Carrelage"
2077,EN/SE MAX SERVICE,Quincaillerie,Quartier kindonou Cotonou - Bénin,+2290197274733,,Quincaillerie
2078,ENTREPRISE SATON,Quincaillerie,Quartier Galiel Malanville - Bénin,+2290197079133,,Quincaillerie
2079,ACOGEST,Représentation commerciale,01 BP: 855 Parakou - Bénin,+2290197947423,Agence pour le Commerce et la Gestion,Représentation commercialeAgence pour le Commerce et la Gestion
2080,AFRI LEADERS CONSULTING,Représentation commerciale,"C/477, 1er Arrondissement Yagbe Cotonou - Bénin",Tel:+2290121196470,"Représentation d'affaire, Gestion des produits tropicaux, Ressources humaines, Transports Logistique Assurance.","Représentation commercialeReprésentation d'affaire, Gestion des produits tropicaux, Ressources humaines, Transports Logistique Assurance."
2081,ALEGRESS-TRANS,Représentation commerciale,"Von face ENEAM Gbegamey, en face du bar ENJOY Cotonou - Bénin",Tel:+2290121071719,,Représentation commerciale
2082,ATS (AFRICA TRADE SERVICES),Représentation commerciale,- Fidjrossè - 08 BP 016 Tri Postal Cotonou - Bénin,+2290166860019,,Représentation commerciale
2083,AZANDEK,Représentation commerciale,- Cotonou - Bénin,+2290196646365,Representation Commerciale,Représentation commercialeRepresentation Commerciale
2084,BARIC BENIN,Représentation commerciale,- - Cotonou - Bénin,Tel:+2290121026899,,Représentation commerciale
2085,BENIN-WORLD MARKET,Représentation commerciale,C/1397 Sainte Rita Cotonou - Bénin,+2290194772727,,Représentation commerciale
2086,CAMEL EXPRESS,Représentation commerciale,Finafa 06 BP 1147 Abomey-Calavi 06 Abomey-Calavi - Bénin,+2290190430696,"Camel Express est une entreprise en croissance. Elle s'est spécialisée dans la livraison (locale, régionale et internationale), la représentation commerciale et l'Import-Export. Elle représente plusieurs de ses partenaires étrangers (investis dans le vestimentaire, l'alimentaire, le cosmétique, etc.) dans les pays Africains comme le Bénin, Mali, Togo, Cote d'ivoire, Burkina Faso, RD Congo, Cameroun, Gabon, Sénégal et autres.","Représentation commercialeCamel Express est une entreprise en croissance. Elle s'est spécialisée dans la livraison (locale, régionale et internationale), la représentation commerciale et l'Import-Export. Elle représente plusieurs de ses partenaires étrangers (investis dans le vestimentaire, l'alimentaire, le cosmétique, etc.) dans les pays Africains comme le Bénin, Mali, Togo, Cote d'ivoire, Burkina Faso, RD Congo, Cameroun, Gabon, Sénégal et autres."
2087,CHEDO Sarl,Représentation commerciale,"Av. l'Ouémé, Non loin du Carrefour Vodaphowé Gbèdjromédé Cotonou - Bénin",+2290195787893,,Représentation commerciale
2088,CO FORSE,Représentation commerciale,"Rue 2210, Yénéwa, à Coté de l'Immeuble Moov 04 BP 1473 Cotonou - Bénin",+2290194767248,,Représentation commerciale
2089,COREDI,Représentation commerciale,Pk 14.2 route de Ouidah 02 BP 2578 Cotonou - Bénin,+2290196755737,,Représentation commerciale
2090,DIE-LAND SERVICES,Représentation commerciale,Tankpè Abomey-Calavi - Bénin,+2290197671964,"Officiellement enregistré au RCCM du Bénin, DIE-LAND SERVICES garanti la sécurité et la rentabilité de vos investissement et vous offre des clauses de représentation de vos produits et services les plus fiables et allégées.","Représentation commercialeOfficiellement enregistré au RCCM du Bénin, DIE-LAND SERVICES garanti la sécurité et la rentabilité de vos investissement et vous offre des clauses de représentation de vos produits et services les plus fiables et allégées."
2091,DUBAI CARGO,Représentation commerciale,Saint Michel Cotonou - Bénin,+2290160706060,,Représentation commerciale
2092,ETS COMPTANT COMPTER,Représentation commerciale,04 BP 139 Cotonou - Bénin,+2290195358899,Ets COMPTANT COMPTER fonctionne dans tout secteur d'activités.Nous sommes l’agroalimentaire comme dans l’énergie ou nous faisons la commercialisation du carburant et du gaz.Aussi Ets CC fait la représentation commerciale des produits d'autre structure,Représentation commercialeEts COMPTANT COMPTER fonctionne dans tout secteur d'activités.Nous sommes l’agroalimentaire comme dans l’énergie ou nous faisons la commercialisation du carburant et du gaz.Aussi Ets CC fait la représentation commerciale des produits d'autre structure
2093,ETS DAGBE-INTER ET FILS,Représentation commerciale,"Pk14, Route de Ouidah, Godomey Abomey-Calavi - Bénin",+2290197433141,Sérieux et Ponctualité,Représentation commercialeSérieux et Ponctualité
2094,ETS TCHAWOKOU,Représentation commerciale,Rue 217 Natitingou - BP 387 natitingou - Bénin,,,Représentation commerciale
2095,ETS VS TOUR,Représentation commerciale,A coté du CS Nanguézé Gbèdjromédé Cotonou - Bénin,+2290164116612,,Représentation commerciale
2096,FMI COMMERCE,Représentation commerciale,"1103 ILOT 141 Parcelle P. Maison Dominique ABOU COCO, Finangnon, 1er Arrondissement. Cotonou - Bénin",+2290168002024,"FMI COMMERCE s’est spécialisé dans les services d’intermédiation commerciale, d’assistance pour obtention de visa, de tourisme, de coaching privé en trading, achat et vente de crypto monnaie, conseil et orientation et formation en investissement.","Représentation commercialeFMI COMMERCE s’est spécialisé dans les services d’intermédiation commerciale, d’assistance pour obtention de visa, de tourisme, de coaching privé en trading, achat et vente de crypto monnaie, conseil et orientation et formation en investissement."
2097,GECONT INTERNATIONALE SARL,Représentation commerciale,Avapka Porto-Novo - Bénin,+2290169723960,,Représentation commerciale
2098,GET CONSULTING GROUP,Représentation commerciale,- Cotonou - Bénin,Tel:+2290121000721,,Représentation commerciale
2099,GLASSEM SA,Représentation commerciale,Sainte Rita 07 BP 184 Cotonou - Bénin,Tel:+2290121380472,,Représentation commerciale
2100,GUEDOU GUEST TRADE SERVICE (GGTS),Représentation commerciale,- Cotonou - Bénin,+2290166725224,"GUEDOU GUEST TRADE SERVICES (GGTS) est une agence expérimentée de marketing spécialisée dans la représentation commerciale, la prospection commerciale, la communication, le service après-vente, le suivie client, la constitution et la mise à disposition de base de données ainsi que le développement des stratégies de fidélisation et recrutement clients.","Représentation commercialeGUEDOU GUEST TRADE SERVICES (GGTS) est une agence expérimentée de marketing spécialisée dans la représentation commerciale, la prospection commerciale, la communication, le service après-vente, le suivie client, la constitution et la mise à disposition de base de données ainsi que le développement des stratégies de fidélisation et recrutement clients."
2101,HEB CONSULTING,Représentation commerciale,A 200 mètres de la pâtisserie LE NOTRE Zogbo Cotonou - Bénin,+2290197772955,"Formalisation, Assistance Fiscal, BTP, Recherche de Financement, Représentation commerciale.","Représentation commercialeFormalisation, Assistance Fiscal, BTP, Recherche de Financement, Représentation commerciale."
2102,K&P GROUP,Représentation commerciale,- Cotonou - Bénin,Tel:+2290121190561,,Représentation commerciale
2103,LE RICH,Représentation commerciale,Carrefour boa pythagore Zogbo - 04 BP 248 Cotonou - Bénin,+2290194622211,,Représentation commerciale
2104,LIBRE MARCHE,Représentation commerciale,- Abomey-Calavi - +229 - Bénin,+2290197187541,LIBRE MARCHE est une entreprise de prestations de services et de représentation dans divers secteurs d'activités...,Représentation commercialeLIBRE MARCHE est une entreprise de prestations de services et de représentation dans divers secteurs d'activités...
2105,LORENZO FINANCES & SERVICES,Représentation commerciale,"Agboto Yèvié, Adjarra 01 BP 3261 Cotonou 01 Cotonou - Bénin",+2290166243303,"Intermédiation commerciale, Représentation commerciale, Courtage, Distribution des produits (alimentaires, cosmétiques, d'entretien et d'hygiène) et matériels médicaux. Finance digitale, commerce général, Délégation médicale, etc...","Représentation commercialeIntermédiation commerciale, Représentation commerciale, Courtage, Distribution des produits (alimentaires, cosmétiques, d'entretien et d'hygiène) et matériels médicaux. Finance digitale, commerce général, Délégation médicale, etc..."
2106,MATRIN (MARKETING & TRANSACTION INTERNATIONALES),Représentation commerciale,Dans le Von de l'Ecole Bénin Dédokpô - 05 BP 9086 Cotonou - Bénin,+2290167335083,,Représentation commerciale
2107,MED MULTI SERVICE EXPRESS SARL,Représentation commerciale,Houeyiho deuxième rue avant la clôture de l’aéroport Cotonou - Bénin,Tel:+2290121304050,,Représentation commerciale
2108,MHP LOGISTIC,Représentation commerciale,"Womey, Maison HOUNFODJI Abomey-Calavi - 00229 - Bénin",Tel:+2290197362703,"Nous sommes entrepreneur dans les meubles de luxe; Nous proposons des meubles modernes tels que : armoires, dressing, lit, porte verre, bureau, coiffeuse; Nous distribuons également les petits et grands Électroménagers.","Représentation commercialeNous sommes entrepreneur dans les meubles de luxe; Nous proposons des meubles modernes tels que : armoires, dressing, lit, porte verre, bureau, coiffeuse; Nous distribuons également les petits et grands Électroménagers."
