name,category,address,tel,description
INNOTECH,Ebénisterie,Sekou 05 BP 2368 Cotonou - Bénin,Tel:+2290197083707,
MEGELAC (MENUSERIE GENERALE AMEUBLEMENT DU LAC),Ebénisterie,C/1011 Djidjè - 06 BP 174 Cotonou - Bénin,Tel:+2290121320163,
MULTI RENOV SERVICES,Ebénisterie,"Pahou,Ouidah sur la voie Inter-Etat Cotonou Lomé. Ouidah - Bénin",Tel:+2290151511011,"MULTI RENOV SERVICES, nous sommes spécialisés dans la menuiserie moderne, rénovation de vos infrastructures, la gestion immobilière et l'entretien ."
STE PRINCESSE D'OR,Ebénisterie,"C/1561, Av. de la Francophonie, Missèbo Houeyiho - 08 BP 0693 Cotonou - Bénin",Tel:+2290121308576,
TEAIS BENIN,,Von Restaurant Lapi Vêdoko Cotonou - Bénin,+2290167403010,"TEAIS est un leader dans la fabrication et la commercialisation de produits de construction de haute qualité, allant des adhésifs spéciaux comme Revetais et Aplijun aux solutions pour les joints et mastics. Nous proposons également une gamme complète de ciments, nettoyants, et adjuvants, ainsi que des revêtements pour sols et toitures pour répondre à tous vos besoins en matière de construction et de rénovation."
HBP (HIGH BUILDING PROTECTION),,"Rond point Dèkoungbé en venant de l'ex usine d'engrais, à 300 mètres de l'Eglise Catholique de Dèkoungbé 04 BP 0526 Cotonou 04 Cotonou - Bénin",+2290167403010,"HBP (High Building Protection) est une société béninoise spécialisée dans le domaine de l'étanchéité, offrant des solutions innovantes et durables pour les projets de construction, industriels et routiers. Grâce à une expertise pointue et un engagement envers l'excellence, nous nous engageons à fournir des produits et des services de qualité supérieure pour répondre aux besoins diversifiés de notre clientèle."
CAMEMO BENIN,Etanchéité,"Rue 1255, Sègbèya Akpakpa - 06 BP 303 Cotonou - Bénin",Tel:+2290121330174,
CEC BTP,Etanchéité,04 BP 1459 Cotonou - Bénin,Tel:+2290121323196,
CK-MOND,Etanchéité,"Carrefour DELOKPO, à l’angle gauche du carrefour en quittant Tokpa pour Sacré-Cœur et à droite en quittant Sacré-Cœur pour Tokpa Akpakpa Cotonou - Bénin",+2290196983252,"CK-MOND est le Représentant Exclusif au Bénin et dans la zone UEMOA des produits turcs de la marque KALE et KALEKIM du Groupe KALEKIM présent dans plus de 70 pays et dont le siège est en Turquie. La société CK-MOND SARL met à la disposition de sa clientèle des matériaux de revêtements et de finition pour les murs et sol. A cet effet elle propose des produits d’étanchéité, des peintures, des matériaux de préparation et d’accrochage, des adjuvants, des colles à carrelages, et des revêtements déc..."
FINESSE ETANCHEITE Sarl,Etanchéité,"Carrefour Arconvlle la voie pavé mène à l' Hôpital de Zone, à côté de l'Ecole Gulssep Abomey-Calavi - Bénin",+2290197262688,
GLOBAL IMPACTS SERVICES,Etanchéité,Cocotomey Zounga Abomey-Calavi - Bénin,+2290145069892,"Nous réalisons tous les types de travaux d'étanchéité à chaud et à froid sur les toitures terrasses, les balcons, les douches et salles d'eau aux étages, les piscines, les cuves, les chambres, etc..."
JÉHOVAH SIGNATURE ÉTANCHÉITÉ,Etanchéité,Aïtchedji Carrefour Aguiar. Abomey-Calavi - 443 - Bénin,Tel:+2290192767363,"Prestation de services en étanchéité BTP, Ventes de produits d'étanchéité."
LA TOUR BENIN,,"Carrefour de l'église du Sacré cœur, Av. Monseigneur Isidore de SOUZA, Carré 161 Akpakpa - 01 BP 3900 Cotonou - Bénin",Tel:+2290121334756,"LA TOUR Bénin est spécialisé dans la vente de matériaux de construction, particulièrement les produits pour l’étanchéité. Nous vous proposons des produits d'étanchéité de grandes marques qui permettent de traiter, réparer, imperméabiliser votre bâtiment et mettre fin à tous vos problèmes d'humidité, infiltration et condensation. Bande d'étanchéité, Bitume pain, Chalumeau, Feutre, Film de protection, Flintkote, Hyrène, Paxalu. Comme marques nous commercialisons: SIKA, SOPREMA."
ETS VITRERIE OBV ALU-BTP,Ferronneries,"Siège: En allant à Womey à Gauche, non loin du Carrefour Togoudo, maison Houndekindo; Annexe: Route de Lokossa, face CEG de Comé 01 BP 1960 Cotonou - Bénin",+2290197082666,
KAMZ,Ferronneries,"Carrefour Cabema en venant de Zongo, Boutique peint en blanc Cotonou - Bénin",+2290195974747,
LEMAKO Sarl,Ferronneries,"247, Rue 1156, Qrtier Toklegbe, 01 BP 1368 Cotonou - Bénin",+2290161003576,"LEMAKO est spécialisée dans l'acier inoxydable (INOX).Nous proposons une gamme complète de produits et d’équipements en acier inoxydable tel que des contenants divers, des petites cuves, des plans de travail mais aussi des garde-corps, des escaliers et passerelles pour l’intérieur ou l’extérieur, des portes et portails, ect… Fabriqués par nos soins ici au Bénin."
SENAN SERVICE GENERAL,,"Mènontin, Von matin Luther King, quatrième Von à gauche et première Von à droite 6 maison. Cotonou - Bénin",+2290197596537,"SENAN Services Général se spécialise dans la réparation d’équipements électroménagers, l'installation de climatiseurs et des solutions de froid bâtiment et industriel. Nous offrons également des services en électricité bâtiment, plomberie, menuiserie."
CIIS GROUPE,Froid / Climatisation,Rue 2250 - Sainte-Rita Littoral Cotonou - Bénin,+2290195266056,
Entreprise CESA Sarl,Froid / Climatisation,Rue 1214B - Missessin Atlantique Department Cotonou - Bénin,+2290195454095,
AFRICA INGENIEUR GROUP,Froid / Climatisation,Akpakpa segbeya Cotonou - Bénin,+2290157072792,
AFRICOM SERVICE ET FILS,Froid / Climatisation,Aibatin Cotonou - Bénin,+2290196219964,
AIR FROID TECHNOLOGIES,Froid / Climatisation,saint jean Cotonou - Bénin,Tel:+2290121326543,
AIRTECH-BENIN,Froid / Climatisation,"795, Av. l'Ouémé Aïdjèdo - 04 BP 1 Cotonou - Bénin",+2290166145525,"Climatisation, Electricité, Informatique, Electroménager, Commerce Général."
ANGELUS PROJECTOR SARL,Froid / Climatisation,Après l'église catholique Gbèdégbé Cotonou - Bénin,+2290163164343,Réseaux-télécommunication et Froid -climatisation.
ASP(Garage Auto-Service la Patience),Froid / Climatisation,06 BP 378 Pk3 Akpakpa - Avotrou Littoral Cotonou - Bénin,+2290167005761,
ATEF,Froid / Climatisation,"Haie vive, Rue 954 C, 3 BP 1240 Cotonou - Bénin",Tel:+2290197096767,
BENELEC,Froid / Climatisation,"C/N° 69 04, Av. Mgr F. Steinmetz, Cine Vog Tokpa Xoxo 04 BP 1453 Cotonou - Bénin",Tel:+2290121314373,
BENIN ENERGIE ET TECHNOLOGIES,Froid / Climatisation,"Avrankou, Sedjè Avrankou - Bénin",,"Nous sommes spécialisés dans le domaine des énergies renouvelables, froid et climatisation, efficacité énergétique électricité bâtiment et industriel."
BENIN FROID & FILS,Froid / Climatisation,Juste après le Supermarché MONT SINAï Sikècodji Cotonou - Bénin,+2290196438006,
CEFAC FROID,Froid / Climatisation,Rue Dorothé Lima Gbégamey Cotonou - Bénin,+2290195580197,Vente des pièces détachées frigorifique et les réparations des frigos
CEFP LE SAVOIR FAIRE,Froid / Climatisation,Immeuble en face du CEG Ste Rita Sainte Rita Cotonou - Bénin,+2290197669598,Le Centre d’Excellence de Formations Professionnelles LE SAVOIR FAIRE vous ouvre ses portes dans la filière formation en froid et climatisation.
CENTRE DE MEILLEUR FROID ET D'ELECTRICITE INDUSTRIELS DU BENIN - CEMEFEIB,Froid / Climatisation,Carrefour Maria – Gléta Adjagbo Abomey-Calavi - Bénin,+2290194587083,CEMEFEIB est spécialisé en installation électrique de tout genre de bâtiment; Montage d’interphone; Climatisation domestique et industrielle; Etude de plan; Réparation des appareils électro-ménagers; Conseils et Commerce général.
CESA SARL,Froid / Climatisation,Akpakpa sacré cœur rue de la Nsia banque Cotonou - Bénin,+2290195454095,
CLIM AUTO,Froid / Climatisation,Non loin du carrefour satellite Abomey-Calavi - Bénin,+2290161484392,
CLIM AUTO EXPRESS BENIN,Froid / Climatisation,En face l'usine d'engrais de dekoungbe Godomey Abomey-Calavi - O11 - Bénin,Tel:+2290156498272,Votre satisfaction notre priorité Nous sommes ouverts à toutes Travail à domicile disponible sur rendez vous
CLIMATEL SARL,Froid / Climatisation,"Rue de l'ancienne commissariat, Gbégamey 1 Gbégamey - 01 BP 3231 Cotonou - Bénin",Tel:+2290121303740,
CORRECT Sarl,Froid / Climatisation,"Rte de Porto - Novo, Akpakpa, Ancien Pont, 6 BP 465 Cotonou     Cotonou - Bénin",Tel:+2290121331271,
Climatiseur Air Froid Cotonou,Froid / Climatisation,Rue 400 - Saint-Michel Littoral Cotonou - Bénin,+2290161176377,
DANFOSS-EVAPORE,Froid / Climatisation,"Missèbo, C/ 360, 9 BP 483    Cotonou - Bénin",Tel:+2290121310456,
DFM (DELTA FROID MAXIMUM),Froid / Climatisation,"Non loin du carrefour, Mson 1115 Wologuêdè - Minonkpo - 03 BP 0218 Cotonou - Bénin",+2290195844326,
ENERGIES D'AFRIQUE S.A.,Froid / Climatisation,"C/45, Rue de la Boutique HAIER, quittant GLO Benin Tokpa Hoho - 01 BP 3087 Cotonou - Bénin",Tel:+2290121312744,
ENTREPRISE CEFROMO,Froid / Climatisation,"Cadjèhoun, Bd. du Canada, 7 BP 976     Cotonou - Bénin",Tel:+2290121308443,
ETLF,Froid / Climatisation,01 BP 4309 Cotonou - Bénin,Tel:+2290121075164,
ETRAGEF (ENTREPRISE DES TRAVAUX DU GENIE ELECTRIQUE ET FRIGORIFIQUE),Froid / Climatisation,Ste Rita 07 BP 307 Cotonou - Bénin,Tel:+2290121323082,
ETS AIR CONDITIONNE SERVICE,Froid / Climatisation,01 BP 713 Cotonou - Bénin,Tel:+2290121312422,
ETS BENIN FROID SERVICES,Froid / Climatisation,06 BP 3031 Cotonou - Bénin,Tel:+2290121043771,
AMTECH-BJ,Génie civil,"arrondissement du togba, Deuxième quartier de Aidegnon Carrefour, Aidegnon Atlantique Department Abomey Calavi - Bénin",+2290191134672,
CABINET TOHID-ENGINEERING/ BENIN,Génie civil,"9C5C+P8H, Rue des Amoureux - Zongo Atlantique Department Cotonou - Bénin",+2290194203274,
Cabinet UNIDEV,Génie civil,"magasin de Godomey, Rue du Atlantique Department Cotonou - Bénin",+2290166259090,
DIC-BTP DJAOULEY INGÉNIEURS CONSEILS,Génie civil,99CR+FHF - Houenoussou Littoral Cotonou - Bénin,+2290162293118,
DSID BENIN SARL,Génie civil,04BP0393 - Senade Littoral Cotonou - Bénin,+2290199911233,
E.S.D.E Sarl (Bureau d'Etudes Statistiques et du Développement Économique),Génie civil,01 BP 3742 - Houenoussou Atlantique Department Cotonou - Bénin,+2290199849999,
ECCO-GC - Bureau d'Etudes Structures et Conseils Génie-Civil,Génie civil,- - kouhounou Littoral Cotonou - Bénin,+2290195719682,
Entreprise CESA Sarl,Génie civil,Rue 1214B - Missessin Atlantique Department Cotonou - Bénin,+2290195454095,
Expertise Plurielle,Génie civil,Carré 1866 B Fifadji Cotonou - Fifadji Atlantique Department Cotonou - Bénin,+2290195842658,
HORSE SARL,Génie civil,"4328H AKPAKPA, 91 - Senade Atlantique Department Cotonou - Bénin",+2290160406115,
Leave Smart Consulting Solutions,Génie civil,1070 Atlantique Department Abomey Calavi - Bénin,+2290167925321,
PHP AFRIQUE,Génie civil,"Akpakpa, 126, Rue 3.056, Akpakpa Sacré-cœur, Immeuble PHP AFRIQUE, 05 BP 1170 - Senade Atlantique Department Cotonou - Bénin",+2290162019999,
Prefere Plus,Génie civil,04 BP 985 CADJEHOUN - Aidjedo Littoral Cotonou - Bénin,+2290197151993,
VRITIN-Consulting,Génie civil,Ilot 3917 rue 12.911 - Houenoussou Atlantique Department Cotonou - Bénin,+2290151514054,
2PMTP Consulting SARL,Génie civil,06 BP 966 Département de l’Ouémé Cotonou - Bénin,+2290195421561,
2R BENIN REALISATION SARL,Génie civil,cocotomey Abomey-Calavi - Bénin,+2290197323019,
AGETRAC GROUP,Génie civil,Cadjehoun dans la rue de l'école de base Cotonou - Bénin,+2290197940904,
AGETUR,Génie civil,"Siège social : N°5089, avenue Jean Paul II Route de l’aéroport 01 BP 2780 Cotonou - Bénin",Tel:+2290121305110,
AGR GROUP (AGENCE DES GRANDES REALISATIONS ),Génie civil,Bidossessi BP 2130 Abomey-Calavi - Bénin,+2290196698869,
ALMEGA-BTP,Génie civil,"Immeubles 'Les Graces' , Carré 642-6338, Cité Houéyiho Houeyiho - 03 BP 3135 Cotonou - Bénin",+2290166640872,"ALMEGA-BTP est un bureau d'étude dans le Génie Civil. Nous offrons des prestations de service pour la construction de vos bâtiments(dessin de plan, calcul de structures...), le conseil et le suivi et contrôle de projet de construction . Nos sommes aussi disponible pour vos demandes d'expertise en btp . Nous sommes disponible ,professionnel et engagé pour vous satisfaire ."
AMAC MULTI SERVICES,Génie civil,"Av. Renouveau, Lot 3627 Sainte Rita - 03 BP 3131 Cotonou - Bénin",Tel:+2290121177517,
ARTELIA BENIN,Génie civil,- - Haie Vive Atlantique Department Cotonou - Bénin,+2290144088888,"Artelia is independent group offering a full range of engineering-related services over the mobility, water, energy, building and industry,"
ATOMASS CONSULT,Génie civil,Hanto André Djéregbé - Bénin,Tel:+2290197589414,travaux de génie civil
AU COEUR DES SERVICES,Génie civil,Godomey Abomey-Calavi - Bénin,+2290145080920,
AUXI-BTP,Génie civil,- 08 BP 0880 Cotonou - Bénin,Tel:+2290121309625,
Advocate Engineering Services,Génie civil,"No. 0259, Ayelawadje 01 - Ayelawadje Littoral Cotonou - Bénin",+2290197867508,
Afro Engineering Benin,Génie civil,"19-Maison OGOULOLA Salako, Tokpa Xoxo - Gbedokpo Atlantique Department Cotonou - Bénin",+2290191644257,AFRO Group 'Technology Gateway'
Alph Technologies,Génie civil,Aïtchédji Atlantique Department Abomey Calavi - Bénin,+2290155255656,Nous concevons et Distribuons en milieu rural ou périurbain des Systèmes solaires Domestiques PayGo.
Axial Ingénierie et Conseils,Génie civil,Lot 61 Zopah Atlantique Department Abomey Calavi - Bénin,+2290153966689,
BCTP SARL,Génie civil,Cocotomey carrefour logozounkpa immeuble Djossou Abomey-Calavi - Bénin,Tel:+2290197456562,Laboratoire d'analyse et études géotechnique.
LIBERAL CONSULT Sarl,Géomètres,BP 46 Zou Department Bohicon - Bénin,+2290195862954,
NIVAL-IMPACT,Géomètres,Godomey Atlantique Department Cotonou - Bénin,+2290196702374,
Atlas-Gis,Géomètres,04 BP : 1089 - Saint-Michel Littoral Cotonou - Bénin,+2290197331393,
BEGTIE CONSULT,Géomètres,Rue du terrain Midombo Cotonou - 03 BP 2790 - Bénin,Tel:+2290121134568,
CABINET DU GEOMETRE EXPERT EPHREM JEAN PIERRE,Géomètres,"Togbin, pavé quittant club des rois pour Godomey 3eme rue à droite Cotonou - Bénin",+2290197071639,
Cabinet Expert EULOGE ZITTI,Géomètres,03BP 4075 Atlantique Department Abomey Calavi - Bénin,+2290195955825,
Cabinet de Géomètre Expert GRUE CONSULT,Géomètres,"JPM6+MX, Comè Qt/Hongodoe Collines Department Lokossa - Bénin",+2290152555552,grueconsult.bj
ECOPLAN,Géomètres,9FC5+C9 - Missessin Atlantique Department Cotonou - Bénin,+2290121337231,
KOBERSIDE INTERNATIONAL,Géomètres,- Cotonou - Bénin,+2290164627335,
NOUVEL ELAN SARL,Géomètres,"Rue en face du centre d'impôt aïdjedo, 1er carrefour à 100m Cotonou - Bénin",+2290197489880,Géomètre expert.
"OMEGA CONSULT, Cabinet de Géomètre-Expert Agréé au Bénin",Géomètres,- Atlantique Department Ouidah - Bénin,+2290165252212,Au coeur de vos projets de construction et d’aménagement.
Phenix imo-com,Géomètres,61720255 - Houenoussou Littoral Cotonou - Bénin,+2290161720255,
STAN'S BEST AZANVI IMMOBILIER INTERNATIONAL,Géomètres,Akassato von mosquée Zopah Abomey-Calavi - Bénin,,Elle est une entreprise immobilière spécialisée dans les achats et ventes de parcelle en république du Bénin.
CHANTIER D'AFRIQUE ET EQUIPEMENT SARL,Hydraulique / Irrigation,Derrière la bibliothèque nationale Port-novo - Bénin,+2290197070960,
COLAS BENIN,Hydraulique / Irrigation,PK 4 Route de Porto Novo 01 BP 228 Cotonou - Bénin,Tel:+2290121334010,
E/SE MANKANDJOU,Hydraulique / Irrigation,Quartier Gannou Parakou - Bénin,+2290193144002,
FONDATION COEUR A COEUR,Hydraulique / Irrigation,"548 M, Rue Dako Donou, M Maison paul HAZOUME 08 BP 7124 Natitingou - Bénin",Tel:+2290121006975,
GROUPEMENT HEROS-CHRIST,Hydraulique / Irrigation,Guema à côté du nouveau marché Parakou - Bénin,+2290167040993,"travaux de réalisations des aménagements hydro agricole, irrigation ,barrage et retenue d'eau, Forage et distribution et construction"
HYDRO-SERVICE BENIN-HSB,Hydraulique / Irrigation,- Abomey-Calavi Abomey-Calavi - Bénin,+2290164979934,"Hydro-Service Bénin (HySB) est un bureau d'étude dans le domaine de l'hydraulique plus précisément dans l'hydraulique agricole ayant à sa tête William ESSEKPAGNON, Technicien supérieur en Génie Rural. HySB intervient dans l'étude et le contrôle des activités d'aménagement hydro-agricole en Afrique de l'Ouest."
HYDROFOR INTERNATIONAL SA,Hydraulique / Irrigation,- 01 BP 2751 Cotonou - Bénin,Tel:+2290122250087,
HYDROGEOCLIM BENIN,Hydraulique / Irrigation,Iita en face de l’université d’Abomey Calavi Abomey-Calavi - Bénin,+2290196229237,
LA CLE VICTORIEUSE,Hydraulique / Irrigation,"Zoca Lot 10- X, non loin de l'Hôpital de la Zone de Calavi 01 BP 1720 Abomey-Calavi - Bénin",Tel:+2290121360664,
LA MAISON DE L'HYDRAULIQUE,Hydraulique / Irrigation,Quartier akpakpa zone la roche Cotonou - Bénin,+2290152709999,
LMH,Hydraulique / Irrigation,- Cotonou - Bénin,Tel:+2290152709999,
OMILAYE,Hydraulique / Irrigation,- Cotonou - Bénin,+2290157487917,
SETEM BENIN,Hydraulique / Irrigation,Zopah Abomey-Calavi - Bénin,+2290195586518,
STE FORAG SA (SOCIETE DES FORAGES DU GOLFE DE GUINEE),Hydraulique / Irrigation,"Rue 308, C/N°8 Guinkomey - 10 BP 1239 Cotonou - Bénin",Tel:+2290121314130,
TOUT POUR IRRIGATION ( NEWAGRI ),Hydraulique / Irrigation,Au niveau de l'arrondissement du zinvie en quittant Carrefour Missinto 0191802832 Abomey-Calavi - 1222 - Bénin,,La vente de matériels agricoles et irrigation
